subject,lab,model,nll
SWC_018,mrsicflogellab,combined_evidence,0.5035487419500811
SWC_018,mrsicflogellab,combined_history,0.5050638296626777
SWC_018,mrsicflogellab,evidence_history,0.5410468773542465
SWC_018,mrsicflogellab,learning_evidence,0.5296172526742499
SWC_018,mrsicflogellab,learning_history,0.53467426974325
SWC_018,mrsicflogellab,long_evidence,0.5003375288049269
SWC_018,mrsicflogellab,long_history,0.5015562798884827
SWC_018,mrsicflogellab,outcome_history,0.5458515396918948
SWC_NM_057,hoferlab,combined_evidence,0.681550343875195
SWC_NM_057,hoferlab,combined_history,0.6803845372099113
SWC_NM_057,hoferlab,evidence_history,0.6950947409118582
SWC_NM_057,hoferlab,learning_evidence,0.6801579738981978
SWC_NM_057,hoferlab,learning_history,0.6775321341987156
SWC_NM_057,hoferlab,long_evidence,0.6793156464018852
SWC_NM_057,hoferlab,long_history,0.6777177238939375
SWC_NM_057,hoferlab,outcome_history,0.6926134415535448
SWC_NM_058,hoferlab,combined_evidence,0.4845828233072449
SWC_NM_058,hoferlab,combined_history,0.48515875416687926
SWC_NM_058,hoferlab,evidence_history,0.5293220750744053
SWC_NM_058,hoferlab,learning_evidence,0.5171948686232506
SWC_NM_058,hoferlab,learning_history,0.5190835992301773
SWC_NM_058,hoferlab,long_evidence,0.4834042525128037
SWC_NM_058,hoferlab,long_history,0.4839024719952913
SWC_NM_058,hoferlab,outcome_history,0.5310669060350506
SWC_NM_071,hoferlab,combined_evidence,0.4716855783690884
SWC_NM_071,hoferlab,combined_history,0.47208396720805945
SWC_NM_071,hoferlab,evidence_history,0.4998008015827913
SWC_NM_071,hoferlab,learning_evidence,0.4812361395177921
SWC_NM_071,hoferlab,learning_history,0.4830270173102351
SWC_NM_071,hoferlab,long_evidence,0.46901724718181653
SWC_NM_071,hoferlab,long_history,0.46917174029447706
SWC_NM_071,hoferlab,outcome_history,0.5019066923376776
SWC_NM_072,hoferlab,combined_evidence,0.5750329318273506
SWC_NM_072,hoferlab,combined_history,0.5752465746654132
SWC_NM_072,hoferlab,evidence_history,0.5947261849886677
SWC_NM_072,hoferlab,learning_evidence,0.5835666186718912
SWC_NM_072,hoferlab,learning_history,0.5830577697310994
SWC_NM_072,hoferlab,long_evidence,0.5729005216213771
SWC_NM_072,hoferlab,long_history,0.5727493128114686
SWC_NM_072,hoferlab,outcome_history,0.5945311480204054
SWC_NM_081,hoferlab,combined_evidence,0.4219087362700193
